word,count,rank
leaves,2,1793
Pinnochio,2,1794
Mickey_Mouse,2,1795
shoulder,2,1796
king's,2,1797
Lilly,2,1798
doubt,2,1799
marching,2,1800
tummies,2,1801
bandaid,2,1802
Bruno,2,1803
purple,2,1804
records,2,1805
goose,2,1806
knees,2,1807
picks,2,1808
taken,2,1809
size,2,1810
hitting,2,1811
ups_a_daisy,2,1812
deer,2,1813
woods,2,1814
tickled,2,1815
birdie,2,1816
bend,2,1817
cracker,2,1818
hollow,2,1819
ends,2,1820
drain,2,1821
fox,2,1822
trunk,2,1823
pine,2,1824
cider,2,1825
mommy's,2,1826
taper,2,1827
jokes,2,1828
Catherine's,2,1829
Yogi,2,1830
seed,2,1831
snows,2,1832
thrown,2,1833
license,2,1834
spurs,2,1835
list,2,1836
Gil,2,1837
llama,2,1838
torn,2,1839
fasten,2,1840
dime,2,1841
diamond,2,1842
tippy,2,1843
paws,2,1844
buildings,2,1845
proper,2,1846
jumps,2,1847
dizzy,2,1848
instead,2,1849
pinwheel,2,1850
waffle,2,1851
afterwards,2,1852
flashlight,2,1853
keys,2,1854
they've,2,1855
they'd,2,1856
fallen,2,1857
vacation,2,1858
Michael,2,1859
body,2,1860
shiny,2,1861
tying,2,1862
bib,2,1863
how's,2,1864
deep,2,1865
world,2,1866
Jiminy,2,1867
Cricket,2,1868
Alvin's,2,1869
hats,2,1870
moose,2,1871
noses,2,1872
weasel,2,1873
squeaking,2,1874
muffin,2,1875
ground,2,1876
kicked,2,1877
points,2,1878
digging,2,1879
dig,2,1880
spring,2,1881
doggies,2,1882
alone,2,1883
faster,2,1884
teasing,2,1885
pressed,2,1886
plug,2,1887
peek,2,1888
hanger,2,1889
library,2,1890
Butch's,2,1891
stir,2,1892
stirred,2,1893
whisper,2,1894
cone,2,1895
smiling,2,1896
phone,2,1897
sunshine,2,1898
hay,2,1899
gold,2,1900
angry,2,1901
calling,2,1902
keeps,2,1903
tastes,2,1904
turtles,2,1905
somewhere,2,1906
camel,2,1907
kleenex,2,1908
franks,2,1909
swinging,2,1910
napkins,2,1911
waving,2,1912
cries,2,1913
cow's,2,1914
ceiling,2,1915
hurry,2,1916
cats,2,1917
rub,2,1918
puppet,2,1919
cracked,2,1920
strawberry,2,1921
Camels,2,1922
disappeared,2,1923
Bill,2,1924
guns,2,1925
hopping,2,1926
clowns,2,1927
boxer,2,1928
Jenny,2,1929
mixing,2,1930
throat,2,1931
rubbers,2,1932
matching,2,1933
explain,2,1934
hops,2,1935
interesting,2,1936
skedaddle,2,1937
carby,2,1938
Little,2,1939
trip,2,1940
pigs,2,1941
mirrors,2,1942
popcorn,2,1943
dumping,2,1944
boo,2,1945
dropping,2,1946
helmet,2,1947
pines,2,1948
yoyo,2,1949
resting,2,1950
weeks,2,1951
lipstick,2,1952
leopards,2,1953
spots,2,1954
postman,2,1955
Jiminy_Cricket,2,1956
burp,2,1957
grey,2,1958
keeping,2,1959
knob,2,1960
baker,2,1961
barbells,2,1962
lift,2,1963
dried,2,1964
controls,2,1965
zeros,2,1966
injure,2,1967
river,2,1968
lonely,2,1969
Peppy,2,1970
zebra,2,1971
decoration,2,1972
checked,2,1973
separate,2,1974
Soakies,2,1975
piper's,2,1976
fingernails,2,1977
nope,2,1978
backing,2,1979
Lassie,2,1980
waves,2,1981
songs,2,1982
drank,2,1983
tick,2,1984
container,2,1985
armored,2,1986
carries,2,1987
mashed,2,1988
jug,2,1989
Do_Bee,2,1990
none,2,1991
June,2,1992
crowded,2,1993
parking,2,1994
roof,2,1995
barber,2,1996
growl,2,1997
mantle,2,1998
knives,2,1999
jingle,2,2000
skiing,2,2001
bacon,2,2002
curtain,2,2003
groceries,2,2004
square,2,2005
reason,2,2006
couch,2,2007
uhhuh,2,2008
busses,2,2009
someone's,2,2010
tops,2,2011
mix,2,2012
balcony,2,2013
handkerchiefs,2,2014
sweet,2,2015
till,2,2016
Eskimo,2,2017
visited,2,2018
hatso,2,2019
raft,2,2020
because_of,2,2021
balloons,2,2022
somersault,2,2023
twist,2,2024
dreams,2,2025
terrible,2,2026
racing,2,2027
letting,2,2028
Kewie,2,2029
accordion,2,2030
sponge,2,2031
sofa,2,2032
measuring,2,2033
lake,2,2034
chain,2,2035
keyhole,2,2036
bunny's,2,2037
butty,2,2038
Boody,2,2039
hiding,2,2040
binoculars,2,2041
tore,2,2042
bird's,2,2043
stethoscope,2,2044
following,2,2045
pretending,2,2046
Major's,2,2047
stayed,2,2048
marble,2,2049
second,2,2050
tennis,2,2051
bandage,2,2052
stamp,2,2053
safe,2,2054
needed,2,2055
serving,2,2056
speaking,2,2057
thumb,2,2058
batteries,2,2059
creature,2,2060
attach,2,2061
meal,2,2062
sharpener,2,2063
statue,2,2064
magician,2,2065
mompsy,2,2066
oil,2,2067
sold,2,2068
tanks,2,2069
fair,2,2070
paddle,2,2071
cab,2,2072
hitch,2,2073
witch,2,2074
doctors,2,2075
enjoy,2,2076
god,2,2077
doctor's,2,2078
obey,2,2079
aspirin,2,2080
fever,2,2081
shape,2,2082
vine,2,2083
sharing,2,2084
dentist,2,2085
cavities,2,2086
problem,2,2087
girls,2,2088
gift,2,2089
anywhere,2,2090
pet,2,2091
terrific,2,2092
pins,2,2093
homes,2,2094
built,2,2095
Dick,2,2096
Tracy,2,2097
walked,2,2098
furniture,2,2099
Rumplestiltskin,2,2100
acorn,2,2101
lions,2,2102
boxes,2,2103
loading,2,2104
pat_a_cake,2,2105
it'd,2,2106
wizard,2,2107
sister,2,2108
sister's,2,2109
Sheila,2,2110
wig,2,2111
uniform,2,2112
catching,2,2113
cabinet,2,2114
in_case,2,2115
scarecrow,2,2116
watched,2,2117
rides,2,2118
edge,2,2119
oar,2,2120
reminds,2,2121
garden,2,2122
cities,2,2123
grown,2,2124
learning,2,2125
ballerina,2,2126
hace,2,2127
hassy,2,2128
genie,2,2129
dolly,2,2130
wondering,2,2131
belt,2,2132
beat,2,2133
every,2,2134
along,2,2135
railroad,2,2136
brakes,2,2137
Dodge,2,2138
meeting,2,2139
winter,2,2140
Koolaid,2,2141
whoever,2,2142
panjo,2,2143
runny,2,2144
tusks,2,2145
hen,2,2146
guessing,2,2147
octopus,2,2148
doubly,2,2149
print,2,2150
joke,2,2151
talks,2,2152
given,2,2153
fighter,2,2154
ache,2,2155
golf,2,2156
friendly,2,2157
fences,2,2158
fence,2,2159
crows,2,2160
field,2,2161
sisters,2,2162
bringing,2,2163
discovers,2,2164
bear's,2,2165
between,2,2166
Philadelphia,2,2167
squirm,2,2168
strawberries,2,2169
realize,2,2170
killing,2,2171
kill,2,2172
bullet,2,2173
slice,2,2174
razors,2,2175
blades,2,2176
Washington's,2,2177
army,2,2178
hers,2,2179
shaver,2,2180
rhymes,2,2181
molars,2,2182
toaster,2,2183
win,2,2184
short,2,2185
halloween,2,2186
knitting,2,2187
mermaid,2,2188
opera,2,2189
robin,2,2190
seashore,2,2191
unicorn's,2,2192
walrus,2,2193
we've,2,2194
tries,2,2195
diddle,2,2196
vegetable,2,2197
fitted,2,2198
cabbage,2,2199
here're,2,2200
dead,2,2201
Volkswagen,2,2202
visitor,2,2203
Adamy,2,2204
wider,2,2205
unhappy,2,2206
years,2,2207
Dragon,2,2208
paints,2,2209
eighteen,2,2210
design,2,2211
wrap,2,2212
newspaper,2,2213
in_between,2,2214
Sally,2,2215
seek,2,2216
telephones,2,2217
untangle,2,2218
ought_to,2,2219
wire,2,2220
straighten,2,2221
funniest,2,2222
lived,2,2223
quick,2,2224
Creepy,2,2225
begin,2,2226
compass,2,2227
follow,2,2228
party,2,2229
peanuts,2,2230
reeds,2,2231
Old_Mac_Donald,2,2232
a_lot_of,2,2233
trick,2,2234
Rinny's,2,2235
brain,2,2236
cocoa,2,2237
cat's,2,2238
dog's,2,2239
baa,2,2240
scrap,2,2241
bikes,2,2242
scared,2,2243
everyone,2,2244
freesof,2,2245
written,2,2246
robe,2,2247
Mexican,2,2248
dart,2,2249
darts,2,2250
plunger,2,2251
dodge,2,2252
guitar,2,2253
crack,2,2254
shrimp,2,2255
Colin,1,2256
sill,1,2257
Cathy,1,2258
players,1,2259
pony's,1,2260
filing,1,2261
pats,1,2262
Breast,1,2263
Cliffy's,1,2264
mailman's,1,2265
deliver,1,2266
Mary,1,2267
bookshelf,1,2268
stool,1,2269
minestrone,1,2270
sunny,1,2271
acrobat,1,2272
Judy,1,2273
Buzz,1,2274
couple,1,2275
Babar,1,2276
Bunny_Rabbit,1,2277
whenever,1,2278
bubble,1,2279
sycamore,1,2280
camper,1,2281
diesel,1,2282
baggage,1,2283
modern,1,2284
switcher,1,2285
rotary,1,2286
plow,1,2287
spelling,1,2288
chipmunks,1,2289
stepping,1,2290
truck's,1,2291
Robie's,1,2292
everywhere,1,2293
Munroe's,1,2294
lion's,1,2295
loves,1,2296
passed,1,2297
nuns,1,2298
wiping,1,2299
Robbie's,1,2300
Hobo's,1,2301
tamer,1,2302
conducting,1,2303
tha,1,2304
Chatter's,1,2305
Bambi's,1,2306
Kenny's,1,2307
Susy,1,2308
recorder's,1,2309
Circus,1,2310
doc,1,2311
tummy's,1,2312
Jill,1,2313
awfully,1,2314
label,1,2315
sun's,1,2316
cloudy,1,2317
weekend,1,2318
rascal,1,2319
tomatoes,1,2320
record's,1,2321
bowls,1,2322
silver,1,2323
Papa,1,2324
carried,1,2325
Saggy,1,2326
Baggy,1,2327
Elephant,1,2328
purpose,1,2329
plugs,1,2330
cords,1,2331
comfortably,1,2332
exercises,1,2333
lately,1,2334
byebye,1,2335
disrupt,1,2336
collar,1,2337
cloth,1,2338
porcupine,1,2339
panda,1,2340
fixing,1,2341
fixes,1,2342
elephant's,1,2343
forgotten,1,2344
reel,1,2345
self,1,2346
Joey,1,2347
cork,1,2348
chatter,1,2349
sookie,1,2350
imp,1,2351
Piper,1,2352
freight,1,2353
carpenter's,1,2354
treetop,1,2355
Yogi's,1,2356
friend's,1,2357
jabbering,1,2358
mine's,1,2359
lemon,1,2360
spills,1,2361
dipping,1,2362
vat,1,2363
branding,1,2364
cowhorse,1,2365
grin,1,2366
correcting,1,2367
pronunciation,1,2368
moo,1,2369
ticklish,1,2370
tickling,1,2371
remembering,1,2372
sudden,1,2373
tugboat,1,2374
buckets,1,2375
plums,1,2376
towels,1,2377
fourth,1,2378
en,1,2379
horsie's,1,2380
battered,1,2381
collect,1,2382
parading,1,2383
messed,1,2384
eyebrow,1,2385
skating,1,2386
passenger,1,2387
sits,1,2388
fright,1,2389
slippery,1,2390
ahhah,1,2391
pushed,1,2392
Sandy's,1,2393
Timmy's,1,2394
Twinkle,1,2395
cousin,1,2396
during,1,2397
replace,1,2398
cousins,1,2399
Emrie,1,2400
Michael's,1,2401
packing,1,2402
Uncle,1,2403
Clyde,1,2404
steamshovel,1,2405
sting,1,2406
Perry,1,2407
practicing,1,2408
sinking,1,2409
kitties,1,2410
beaver,1,2411
unicycle,1,2412
bucket's,1,2413
smokestack,1,2414
necktie,1,2415
cock_a_doodle,1,2416
Pappy,1,2417
Shadow's,1,2418
mercurochrome,1,2419
eagles,1,2420
alive,1,2421
climbing,1,2422
grace,1,2423
mouths,1,2424
squealing,1,2425
player's,1,2426
understood,1,2427
pedal,1,2428
Soakie's,1,2429
beetles,1,2430
beetle,1,2431
parrot,1,2432
Humpty_Dumpty's,1,2433
shampoo,1,2434
photograph,1,2435
markings,1,2436
bites,1,2437
pointing,1,2438
stirs,1,2439
hook,1,2440
fastener,1,2441
cob,1,2442
sauce,1,2443
mops,1,2444
booking,1,2445
teaching,1,2446
corral,1,2447
pressing,1,2448
gasoline,1,2449
Wheaties,1,2450
kids,1,2451
soldier,1,2452
sixteen,1,2453
maker,1,2454
crumpled,1,2455
wires,1,2456
paintings,1,2457
wind's,1,2458
drummer,1,2459
pinwheels,1,2460
true,1,2461
Hump,1,2462
Dump,1,2463
coffee's,1,2464
Spot,1,2465
nail's,1,2466
touched,1,2467
bar,1,2468
thimble,1,2469
belonged,1,2470
frightens,1,2471
loopy,1,2472
cloud,1,2473
Pluto,1,2474
punching,1,2475
rattles,1,2476
Pablo,1,2477
Trowbridge,1,2478
ships,1,2479
saucer's,1,2480
travels,1,2481
straightening,1,2482
purse,1,2483
screwing,1,2484
reads,1,2485
counts,1,2486
clippers,1,2487
envelope,1,2488
camel's,1,2489
folded,1,2490
Friday,1,2491
roping,1,2492
shoelaces,1,2493
fireplace,1,2494
messy,1,2495
oatmeal,1,2496
Cowboy,1,2497
slipped,1,2498
somes,1,2499
energy,1,2500
spurts,1,2501
envelopes,1,2502
envelope's,1,2503
hung,1,2504
test,1,2505
news,1,2506
cups,1,2507
plenty,1,2508
suddenly,1,2509
carrots,1,2510
hiccups,1,2511
yahoo,1,2512
Chippewa,1,2513
chug,1,2514
chugging,1,2515
telescope,1,2516
towards,1,2517
Bobo's,1,2518
shale,1,2519
anyone's,1,2520
managed,1,2521
won,1,2522
Kentucky,1,2523
Derby,1,2524
soxy,1,2525
soccer,1,2526
helper,1,2527
best,1,2528
presto,1,2529
Main,1,2530
child,1,2531
daytime,1,2532
electricity,1,2533
importance,1,2534
patting,1,2535
cupcake,1,2536
Missouri's,1,2537
basement,1,2538
tasting,1,2539
unless,1,2540
Muffet,1,2541
curds,1,2542
whey,1,2543
piggie's,1,2544
Boston_Common,1,2545
moto,1,2546
rubbed,1,2547
snack,1,2548
rock_a_bye,1,2549
combination,1,2550
screaming,1,2551
le,1,2552
Stripey,1,2553
Colgate,1,2554
hangers,1,2555
feels,1,2556
cardy,1,2557
romper,1,2558
bomper,1,2559
stomper,1,2560
pacifier,1,2561
Simonize,1,2562
mountains,1,2563
public,1,2564
roses,1,2565
ivy,1,2566
scout,1,2567
month,1,2568
scouts,1,2569
final,1,2570
Tuffy,1,2571
nobody's,1,2572
typing,1,2573
moneys,1,2574
battery,1,2575
shine,1,2576
piggies,1,2577
porcupines,1,2578
Pucile,1,2579
exasperated,1,2580
voice,1,2581
Winstons,1,2582
construction,1,2583
unlock,1,2584
hours,1,2585
collection,1,2586
raisins,1,2587
cucumber,1,2588
kicking,1,2589
Hobokin,1,2590
soda,1,2591
holder,1,2592
bumped,1,2593
alarm,1,2594
indian,1,2595
fed,1,2596
cigarettes,1,2597
pitch,1,2598
perform,1,2599
constant,1,2600
battle,1,2601
sweater,1,2602
Bengy,1,2603
tune,1,2604
horses',1,2605
pumpkins,1,2606
seeds,1,2607
froggie,1,2608
control,1,2609
panels,1,2610
scanners,1,2611
scanner,1,2612
chart,1,2613
land,1,2614
bent,1,2615
Bozos,1,2616
powder,1,2617
Summertime,1,2618
Wintertime,1,2619
baths,1,2620
bareback,1,2621
rider,1,2622
least,1,2623
helping,1,2624
crosses,1,2625
convertible,1,2626
statues,1,2627
answer,1,2628
wished,1,2629
wise,1,2630
gifts,1,2631
hall,1,2632
finds,1,2633
lets,1,2634
Smith's,1,2635
caboozle,1,2636
piper,1,2637
Soakie,1,2638
bakes,1,2639
jewels,1,2640
intend,1,2641
steal,1,2642
bounce,1,2643
bathing,1,2644
colonial,1,2645
floating,1,2646
Gilbert,1,2647
sang,1,2648
etcetera,1,2649
ginger,1,2650
ale,1,2651
switches,1,2652
migh,1,2653
gentleman,1,2654
mock,1,2655
dollie,1,2656
dusty,1,2657
Howard,1,2658
Johnson,1,2659
van,1,2660
sneakers,1,2661
staying,1,2662
sticky,1,2663
stuff,1,2664
rolling_steam,1,2665
dances,1,2666
fuse,1,2667
outlet,1,2668
numberer,1,2669
chicks,1,2670
barrel,1,2671
Shell,1,2672
course,1,2673
scream,1,2674
masks,1,2675
sturdy,1,2676
Roxbury,1,2677
leads,1,2678
clutched,1,2679
stitch,1,2680
Happy,1,2681
Bowl,1,2682
cottage,1,2683
ketchup,1,2684
rice,1,2685
Cecilia,1,2686
Barney's,1,2687
teacup,1,2688
lion_fish,1,2689
Adams,1,2690
Jello,1,2691
lemonade,1,2692
potatoes,1,2693
twine,1,2694
bibs,1,2695
hooks,1,2696
poem,1,2697
shovels,1,2698
address,1,2699
triangle,1,2700
iron,1,2701
lick,1,2702
Bellugi,1,2703
pickle,1,2704
joy,1,2705
Yankee_Doodle,1,2706
Pickle,1,2707
Zorex,1,2708
heel,1,2709
ironing,1,2710
sifter,1,2711
master,1,2712
suppertime,1,2713
golden,1,2714
North,1,2715
Carolina,1,2716
rang,1,2717
farmer's,1,2718
rains,1,2719
kept,1,2720
iceberg,1,2721
fatso,1,2722
overalls,1,2723
raven,1,2724
melon,1,2725
yak,1,2726
xylophone,1,2727
Pickle's,1,2728
necklace,1,2729
snowballing,1,2730
suits,1,2731
woman,1,2732
diamonds,1,2733
gouda,1,2734
cleaned,1,2735
dust,1,2736
lesson,1,2737
Lincoln,1,2738
twisting,1,2739
stockings,1,2740
Monday,1,2741
toesies,1,2742
Jean's,1,2743
chicken's,1,2744
Poppa,1,2745
Billie,1,2746
quacky,1,2747
loom,1,2748
college,1,2749
Agricultural,1,2750
Technical,1,2751
College,1,2752
apartment,1,2753
finishing,1,2754
plunge,1,2755
sailboats,1,2756
staple,1,2757
stapler,1,2758
Putty,1,2759
showed,1,2760
Bunny,1,2761
fuddy,1,2762
tinker,1,2763
morning's,1,2764
footie,1,2765
ballie,1,2766
governor's,1,2767
knocks,1,2768
plumber,1,2769
hinge,1,2770
however,1,2771
that'll,1,2772
shut,1,2773
breast,1,2774
Majors,1,2775
drooling,1,2776
disguises,1,2777
what_about,1,2778
Kenner,1,2779
Monroe's,1,2780
Milly,1,2781
friend,1,2782
ours,1,2783
spent,1,2784
checkup,1,2785
fruit,1,2786
petal,1,2787
upon,1,2788
Riding,1,2789
Hood,1,2790
noisy,1,2791
gentle,1,2792
pans,1,2793
silverware,1,2794
boiling,1,2795
sew,1,2796
trays,1,2797
visiting,1,2798
nowhere,1,2799
snowman,1,2800
bleeds,1,2801
trust,1,2802
zipper,1,2803
bottles,1,2804
cutters,1,2805
dough,1,2806
kitchens,1,2807
larger,1,2808
smelly,1,2809
light's,1,2810
bleed,1,2811
hoses,1,2812
especially,1,2813
Ramblers,1,2814
blamed,1,2815
Massachusetts,1,2816
Ave,1,2817
dark_time,1,2818
Broadway,1,2819
wiped,1,2820
burns,1,2821
derricks,1,2822
kid,1,2823
straightened,1,2824
sliding,1,2825
dumps,1,2826
trailers,1,2827
popper,1,2828
Sherry,1,2829
fingernail,1,2830
heartbeat,1,2831
closely,1,2832
signs,1,2833
cherries,1,2834
smile,1,2835
developed,1,2836
quietly,1,2837
liked,1,2838
pneumonia,1,2839
checks,1,2840
thermometer,1,2841
Marx,1,2842
brother's,1,2843
examined,1,2844
sled,1,2845
pinafore,1,2846
pulls,1,2847
sleigh,1,2848
suit,1,2849
fur,1,2850
loaf,1,2851
loader,1,2852
Jocko's,1,2853
sweetie,1,2854
smelling,1,2855
flap,1,2856
backs,1,2857
bubbles,1,2858
slippers,1,2859
talented,1,2860
amen,1,2861
billy,1,2862
willy,1,2863
dilly,1,2864
cages,1,2865
snakes,1,2866
specific,1,2867
Joes,1,2868
banjos,1,2869
aunts,1,2870
stroller,1,2871
Echo,1,2872
Common,1,2873
jumper,1,2874
wiggle,1,2875
Little_Red_Hen,1,2876
Ducky_Lucky,1,2877
Ducky_Lucky's,1,2878
Chicken_Licken,1,2879
Pokey_Wokey,1,2880
conductor,1,2881
sittin,1,2882
joking,1,2883
ticking,1,2884
lead,1,2885
products,1,2886
ordered,1,2887
freedom,1,2888
scrambled,1,2889
delf,1,2890
Paulee,1,2891
wagons,1,2892
stored,1,2893
hurting,1,2894
nicer,1,2895
glued,1,2896
tight,1,2897
regular,1,2898
twisted,1,2899
snaps,1,2900
Tony,1,2901
bright,1,2902
tone,1,2903
mis,1,2904
evidently,1,2905
magicked,1,2906
disappear,1,2907
bricks,1,2908
fat,1,2909
handkerchief,1,2910
clever,1,2911
Clever,1,2912
Clown,1,2913
blonde,1,2914
fights,1,2915
Chinese,1,2916
loud,1,2917
Bandaids,1,2918
absolutely,1,2919
suspenders,1,2920
emergency,1,2921
Bandaid,1,2922
lean,1,2923
extension,1,2924
blasts,1,2925
astronaut,1,2926
melt,1,2927
surprises,1,2928
water's,1,2929
shore,1,2930
blows,1,2931
died,1,2932
family,1,2933
owls,1,2934
plant,1,2935
plants,1,2936
roast,1,2937
beef,1,2938
belts,1,2939
shoveling,1,2940
upsidedown,1,2941
Walt,1,2942
Disney,1,2943
stall,1,2944
backed,1,2945
heavier,1,2946
Hector,1,2947
stow,1,2948
pup,1,2949
dash,1,2950
Bekaer,1,2951
spears,1,2952
onto,1,2953
theirs,1,2954
clip,1,2955
rockets,1,2956
curls,1,2957
juggle,1,2958
nectar,1,2959
orchid,1,2960
chatty,1,2961
Captain_Kangaroo's,1,2962
Fruit_loops,1,2963
swallowed,1,2964
newscasts,1,2965
United,1,2966
States,1,2967
stores,1,2968
salesman,1,2969
breaks,1,2970
oh_goodness,1,2971
Beatle's,1,2972
husband,1,2973
Wolf,1,2974
rolls,1,2975
cleaning,1,2976
wrapped,1,2977
advertising,1,2978
notebooks,1,2979
walls,1,2980
art,1,2981
gallery,1,2982
stopping,1,2983
America,1,2984
chopper,1,2985
turntable,1,2986
sheriff,1,2987
chopping,1,2988
chop,1,2989
corners,1,2990
Owl,1,2991
Package,1,2992
file,1,2993
Cub_Scouts,1,2994
marking,1,2995
carpenters,1,2996
message,1,2997
Arnold,1,2998
yawning,1,2999
sore,1,3000
tonsils,1,3001
enlarged,1,3002
ruler,1,3003
anchor,1,3004
cactus,1,3005
eggplant,1,3006
gears,1,3007
linked,1,3008
grasshopper,1,3009
hippopota,1,3010
path,1,3011
cement,1,3012
jam,1,3013
claws,1,3014
crab,1,3015
lizard,1,3016
nickels,1,3017
onion,1,3018
wound,1,3019
winds,1,3020
straightens,1,3021
snapping,1,3022
pea,1,3023
finger's,1,3024
blower,1,3025
Cynthia,1,3026
double,1,3027
pleasure,1,3028
tv,1,3029
dot,1,3030
printing,1,3031
Hercules',1,3032
dragonfly,1,3033
scorpion,1,3034
Cora,1,3035
Lee,1,3036
juggling,1,3037
rattlesnake,1,3038
visitors,1,3039
bone,1,3040
snowballs,1,3041
cape,1,3042
mummie,1,3043
neither,1,3044
puppets,1,3045
kissing,1,3046
patrol,1,3047
skinned,1,3048
scraped,1,3049
custom,1,3050
melted,1,3051
lamb's,1,3052
farmer,1,3053
smaller,1,3054
tractor's,1,3055
hatching,1,3056
blind,1,3057
Cinderella's,1,3058
prince,1,3059
palace,1,3060
godmother,1,3061
stories,1,3062
Goldilocks',1,3063
porridge,1,3064
Baby_Bear's,1,3065
return,1,3066
runs,1,3067
market,1,3068
exchanging,1,3069
trades,1,3070
Jack's,1,3071
above,1,3072
crashes,1,3073
bones,1,3074
spend,1,3075
Boy_Scouts,1,3076
Liberty_Bell,1,3077
Declarations_of_Independence,1,3078
signed,1,3079
Christ,1,3080
Worlds_Fair,1,3081
ranch,1,3082
doll's,1,3083
Cub_Scout,1,3084
teach,1,3085
Utah,1,3086
Holland,1,3087
Michigan,1,3088
tulips,1,3089
guys,1,3090
groups,1,3091
tagalong,1,3092
scratching,1,3093
holidays,1,3094
thirteen,1,3095
months,1,3096
cha,1,3097
dreaming,1,3098
Walt_Disney,1,3099
misplaced,1,3100
style,1,3101
strange,1,3102
odor,1,3103
smelled,1,3104
cave,1,3105
cuttings,1,3106
past,1,3107
several,1,3108
days,1,3109
shaves,1,3110
Kangaroo,1,3111
troops,1,3112
members,1,3113
stays,1,3114
shaved,1,3115
forehead,1,3116
milked,1,3117
milking,1,3118
machines,1,3119
possibly,1,3120
arrows,1,3121
crawls,1,3122
wobbly,1,3123
balanced,1,3124
Hop,1,3125
Pop,1,3126
notice,1,3127
fill,1,3128
Science,1,3129
Fine,1,3130
Arts,1,3131
Children's,1,3132
pepper,1,3133
racers,1,3134
wins,1,3135
unwrap,1,3136
damage,1,3137
crash,1,3138
acrobatic,1,3139
alligators,1,3140
feelings,1,3141
chimpanzee,1,3142
whats,1,3143
cigar,1,3144
cane,1,3145
frog,1,3146
crocheting,1,3147
knit,1,3148
leaping,1,3149
legendary,1,3150
oboe,1,3151
ostrich,1,3152
Othello,1,3153
parasol,1,3154
q,1,3155
quintuplets,1,3156
quilt,1,3157
order,1,3158
raspberries,1,3159
raincoat,1,3160
bouncing,1,3161
seesaw,1,3162
ukelele,1,3163
w,1,3164
x_ray,1,3165
bulb,1,3166
y,1,3167
yaks,1,3168
z,1,3169
zither,1,3170
skates,1,3171
edges,1,3172
paste,1,3173
helpful,1,3174
til,1,3175
stronger,1,3176
charge,1,3177
wheel's,1,3178
Driver,1,3179
patch,1,3180
higher,1,3181
wanna,1,3182
hey_diddle_diddle,1,3183
hey,1,3184
fiddle,1,3185
Darrel,1,3186
tells,1,3187
rabbits,1,3188
also,1,3189
securely,1,3190
beet,1,3191
onions,1,3192
lettuce,1,3193
how'd,1,3194
repaired,1,3195
President,1,3196
Kennedy,1,3197
lazy,1,3198
crazy,1,3199
hazy,1,3200
mazie,1,3201
chewed,1,3202
center,1,3203
gear,1,3204
helicopter,1,3205
Columbus,1,3206
Avenue,1,3207
equipment,1,3208
grand,1,3209
hoop,1,3210
eyebrows,1,3211
costume,1,3212
who're,1,3213
Grace,1,3214
growled,1,3215
cooperative,1,3216
evening,1,3217
chase,1,3218
buttom,1,3219
jerk,1,3220
business,1,3221
locked,1,3222
mechanical,1,3223
kings,1,3224
salt,1,3225
bothering,1,3226
dip,1,3227
thick,1,3228
spoil,1,3229
popsicles,1,3230
frozen,1,3231
colored,1,3232
Rin,1,3233
herself,1,3234
paid,1,3235
biggest,1,3236
hive,1,3237
late,1,3238
counted,1,3239
twice,1,3240
fishes,1,3241
twenty,1,3242
sheep,1,3243
gate,1,3244
counter,1,3245
handing,1,3246
stretch,1,3247
designs,1,3248
stretched,1,3249
farther,1,3250
tricked,1,3251
wobbles,1,3252
shirts,1,3253
sweaters,1,3254
blouses,1,3255
dresses,1,3256
tangled,1,3257
ruined,1,3258
meals,1,3259
what'll,1,3260
dries,1,3261
paint's,1,3262
fingerpaint,1,3263
aside,1,3264
feeling,1,3265
disturbing,1,3266
rally,1,3267
Benson's,1,3268
Animal,1,3269
Farm,1,3270
naming,1,3271
greenery,1,3272
shrubs,1,3273
mommy,1,3274
tangle,1,3275
tuna,1,3276
eel,1,3277
amoebas,1,3278
Swimmy,1,3279
caterpillar,1,3280
dose,1,3281
Head,1,3282
Lead,1,3283
sleeve,1,3284
places,1,3285
mostly,1,3286
beauty,1,3287
salon,1,3288
Hampshire,1,3289
Provincetown,1,3290
that'd,1,3291
arts,1,3292
festival,1,3293
bronze,1,3294
Friendly,1,3295
Giant,1,3296
Colorform,1,3297
fancy,1,3298
meet,1,3299
character,1,3300
backyard,1,3301
blinks,1,3302
blinking,1,3303
ranned,1,3304
humdinger,1,3305
goofy,1,3306
ding,1,3307
creeps,1,3308
Mighty_Mouse,1,3309
barks,1,3310
Truck,1,3311
highway,1,3312
instruction,1,3313
objects,1,3314
policemen,1,3315
deal,1,3316
concerned,1,3317
holded,1,3318
held,1,3319
story's,1,3320
ax,1,3321
fountain,1,3322
pitcher,1,3323
thirsty,1,3324
toes,1,3325
harder,1,3326
shows,1,3327
instructions,1,3328
dis,1,3329
kindly,1,3330
answered,1,3331
bits,1,3332
Felix,1,3333
Cat,1,3334
department,1,3335
strap,1,3336
footprints,1,3337
Alvin,1,3338
Rocky,1,3339
ourselves,1,3340
cuts,1,3341
needn't,1,3342
chowder,1,3343
Granny,1,3344
where'd,1,3345
fing,1,3346
nighttime,1,3347
tent,1,3348
guy,1,3349
umbrella's,1,3350
Scotch,1,3351
Diandra's,1,3352
chasing,1,3353
taping,1,3354
trap,1,3355
attached,1,3356
Smokey,1,3357
forests,1,3358
shared,1,3359
